,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
15,15,2021-11-15,@,WAS,L,100,105,30,74,.405,11,21,.524,29,34,.853,7,45,20,2,3,12,25,,39,84,.464,10,28,.357,17,25,.680,6,42,23,9,4,5,22
16,16,2021-11-17,@,MIA,L,98,113,33,75,.440,10,35,.286,22,28,.786,10,38,18,6,3,16,21,,42,87,.483,15,40,.375,14,17,.824,10,39,29,6,2,10,25
17,17,2021-11-19,,LAC,W,94,81,38,87,.437,13,30,.433,5,8,.625,12,55,19,9,1,13,12,,34,90,.378,9,37,.243,4,5,.800,8,43,22,7,4,11,12
18,18,2021-11-20,@,IND,L,94,111,35,88,.398,6,18,.333,18,19,.947,11,52,17,7,5,16,14,,42,91,.462,14,38,.368,13,18,.722,8,46,28,11,9,10,16
19,19,2021-11-22,,MIN,L,96,110,37,88,.420,6,32,.188,16,18,.889,15,48,24,6,6,21,23,,40,100,.400,10,44,.227,20,28,.714,21,49,21,14,9,11,20
20,20,2021-11-24,,WAS,W,127,102,44,96,.458,12,29,.414,27,32,.844,12,52,33,13,2,10,26,,36,84,.429,7,31,.226,23,36,.639,13,45,23,5,3,19,23
21,21,2021-11-26,@,UTA,W,98,97,38,89,.427,11,27,.407,11,13,.846,6,39,27,8,4,13,21,,36,80,.450,13,33,.394,12,18,.667,9,43,17,6,8,17,22
22,22,2021-11-27,@,UTA,L,105,127,40,93,.430,8,35,.229,17,21,.810,14,45,27,8,3,13,20,,45,80,.563,20,35,.571,17,22,.773,7,41,24,9,4,18,25
23,23,2021-11-29,@,LAC,W,123,104,48,94,.511,14,35,.400,13,16,.813,14,47,30,11,1,7,21,,37,72,.514,14,36,.389,16,21,.762,4,35,17,2,2,15,16
24,24,2021-12-01,,DAL,L,107,139,40,89,.449,13,37,.351,14,16,.875,16,32,22,10,1,13,12,,57,83,.687,18,34,.529,7,9,.778,9,34,32,7,2,18,19
25,25,2021-12-03,@,DAL,W,107,91,37,90,.411,12,30,.400,21,28,.750,13,55,30,5,5,10,26,,32,79,.405,10,34,.294,17,26,.654,5,42,17,4,3,15,23
26,26,2021-12-05,@,HOU,L,108,118,40,94,.426,10,38,.263,18,25,.720,22,50,19,9,9,7,26,,39,79,.494,17,40,.425,23,29,.793,11,40,24,3,3,14,23
27,27,2021-12-08,,DEN,L,114,120,47,90,.522,11,30,.367,9,12,.750,10,46,32,8,5,22,22,,45,88,.511,9,32,.281,21,27,.778,5,33,28,12,4,11,19
28,28,2021-12-10,,DET,W,109,93,41,95,.432,13,37,.351,14,16,.875,15,60,29,6,4,14,16,,35,90,.389,12,37,.324,11,12,.917,7,38,22,7,6,12,15
29,29,2021-12-12,@,SAS,L,97,112,40,94,.426,8,29,.276,9,15,.600,11,42,24,8,4,14,17,,45,91,.495,7,25,.280,15,20,.750,15,55,31,11,5,13,19
30,30,2021-12-15,@,OKC,W,113,110,39,80,.488,11,28,.393,24,36,.667,10,49,23,6,3,11,19,,39,93,.419,13,35,.371,19,19,1.000,8,42,22,8,4,8,25
31,31,2021-12-17,,MIL,W,116,112,42,89,.472,13,37,.351,19,30,.633,13,57,34,10,3,20,13,,45,104,.433,14,47,.298,8,10,.800,12,44,16,12,5,13,19
32,32,2021-12-21,,POR,W,111,97,42,80,.525,12,33,.364,15,18,.833,8,44,27,5,3,15,19,,35,78,.449,13,34,.382,14,19,.737,7,31,18,12,4,10,17
33,33,2021-12-23,@,ORL,W,110,104,37,86,.430,13,30,.433,23,26,.885,12,46,21,4,2,10,13,,38,88,.432,9,32,.281,19,21,.905,10,44,19,6,11,8,26
34,34,2021-12-26,@,OKC,L,112,117,39,94,.415,10,41,.244,24,28,.857,11,49,26,10,4,10,19,,41,86,.477,13,36,.361,22,31,.710,7,47,24,8,5,12,23
35,35,2021-12-28,,CLE,W,108,104,36,80,.450,16,36,.444,20,26,.769,8,44,24,3,8,12,16,,37,88,.420,14,41,.341,16,19,.842,11,42,27,6,3,7,19
36,36,2022-01-01,@,MIL,L,113,136,39,95,.411,16,51,.314,19,30,.633,14,50,28,10,5,15,16,,49,92,.533,23,48,.479,15,18,.833,4,48,27,10,4,13,20
37,37,2022-01-03,,UTA,L,104,115,39,97,.402,12,46,.261,14,22,.636,17,47,21,7,5,10,21,,41,85,.482,19,39,.487,14,17,.824,10,43,22,6,4,14,24
38,38,2022-01-04,,PHO,L,110,123,36,89,.404,10,33,.303,28,32,.875,15,48,28,7,3,12,21,,46,85,.541,17,31,.548,14,20,.700,5,42,32,7,5,10,24
39,39,2022-01-06,,GSW,W,101,96,35,83,.422,8,34,.235,23,29,.793,8,46,20,7,5,17,18,,37,87,.425,7,33,.212,15,18,.833,8,43,22,12,6,14,24
40,40,2022-01-09,@,TOR,L,101,105,34,75,.453,12,33,.364,21,25,.840,7,35,20,5,5,13,18,,36,85,.424,14,34,.412,19,20,.950,15,46,18,8,3,12,20
41,41,2022-01-11,,MIN,W,128,125,42,76,.553,16,33,.485,28,37,.757,9,38,33,6,1,20,26,,42,86,.488,18,39,.462,23,31,.742,9,32,27,11,4,13,24
42,42,2022-01-13,,LAC,W,113,89,43,97,.443,14,39,.359,13,16,.813,13,57,23,8,4,6,18,,31,81,.383,10,34,.294,17,20,.850,5,46,19,2,7,15,16
43,43,2022-01-15,@,BRK,L,105,120,40,87,.460,9,31,.290,16,24,.667,12,35,27,9,3,11,18,,46,84,.548,12,27,.444,16,17,.941,9,44,30,5,5,14,21
44,44,2022-01-17,@,BOS,L,92,104,36,87,.414,9,30,.300,11,18,.611,8,41,23,10,4,11,15,,38,80,.475,10,32,.313,18,20,.900,5,47,22,6,4,14,18
45,45,2022-01-20,@,NYK,W,102,91,38,76,.500,11,28,.393,15,22,.682,3,35,27,10,2,12,26,,29,77,.377,9,38,.237,24,36,.667,14,48,21,6,5,15,21
46,46,2022-01-24,,IND,W,117,113,41,88,.466,6,30,.200,29,31,.935,12,45,23,7,4,11,22,,38,87,.437,19,46,.413,18,25,.720,10,41,26,5,7,15,28
47,47,2022-01-25,@,PHI,L,107,117,40,83,.482,9,22,.409,18,26,.692,11,39,26,5,7,8,25,,39,84,.464,10,31,.323,29,31,.935,14,44,26,4,8,10,22
48,48,2022-01-28,,DEN,L,105,116,35,90,.389,5,34,.147,30,33,.909,14,43,23,14,4,13,19,,41,82,.500,12,33,.364,22,25,.880,9,43,29,9,4,21,22
49,49,2022-01-29,,BOS,L,97,107,36,82,.439,8,32,.250,17,23,.739,9,40,22,8,0,13,14,,43,81,.531,14,41,.341,7,11,.636,6,43,31,6,7,14,19
50,50,2022-01-31,@,CLE,L,90,93,33,85,.388,6,30,.200,18,21,.857,16,51,26,6,8,13,18,,36,84,.429,9,31,.290,12,14,.857,7,37,26,6,9,9,19
51,51,2022-02-01,@,DET,W,111,101,39,89,.438,8,28,.286,25,28,.893,16,46,24,8,5,15,17,,41,84,.488,8,32,.250,11,14,.786,6,35,21,7,3,18,25
52,52,2022-02-04,@,DEN,W,113,105,42,75,.560,8,25,.320,21,23,.913,5,38,27,8,5,14,18,,35,78,.449,19,41,.463,16,17,.941,7,31,22,9,4,15,20
53,53,2022-02-06,@,HOU,W,120,107,41,77,.532,12,29,.414,26,36,.722,5,33,29,12,4,10,23,,40,84,.476,16,45,.356,11,16,.688,5,33,28,5,7,16,23
54,54,2022-02-08,,HOU,W,110,97,42,80,.525,8,32,.250,18,20,.900,8,43,27,10,10,19,29,,32,86,.372,13,42,.310,20,31,.645,18,47,19,8,3,21,23
55,55,2022-02-10,,MIA,L,97,112,36,85,.424,11,41,.268,14,16,.875,12,39,19,8,6,17,23,,39,81,.481,10,32,.313,24,28,.857,11,43,25,12,4,13,19
56,56,2022-02-12,,SAS,L,114,124,43,87,.494,11,32,.344,17,20,.850,10,46,22,2,4,15,19,,47,93,.505,14,37,.378,16,19,.842,7,34,26,9,5,5,19
57,57,2022-02-14,,TOR,W,120,90,45,77,.584,16,35,.457,14,16,.875,4,47,36,4,7,13,24,,29,95,.305,8,34,.235,24,31,.774,19,44,8,7,3,6,14
58,58,2022-02-15,,MEM,L,109,121,44,88,.500,4,26,.154,17,20,.850,11,34,20,7,5,15,23,,47,94,.500,10,34,.294,17,27,.630,18,49,29,10,3,12,24
59,59,2022-02-17,,DAL,L,118,125,46,92,.500,12,28,.429,14,21,.667,17,48,22,7,0,13,18,,44,82,.537,19,40,.475,18,25,.720,7,38,18,5,4,8,22
60,60,2022-02-25,@,PHO,W,117,102,38,87,.437,8,29,.276,33,41,.805,16,53,21,10,4,10,18,,36,82,.439,12,40,.300,18,24,.750,7,37,23,6,8,14,27
61,61,2022-02-27,@,LAL,W,123,95,47,92,.511,13,30,.433,16,25,.640,12,51,29,16,3,15,19,,35,84,.417,7,34,.206,18,20,.900,7,38,15,8,7,23,18
62,62,2022-03-02,,SAC,W,125,95,52,88,.591,11,29,.379,10,12,.833,7,50,30,5,5,15,23,,35,89,.393,8,35,.229,17,25,.680,12,38,20,9,4,11,19
63,63,2022-03-04,,UTA,W,124,90,50,97,.515,11,36,.306,13,17,.765,15,52,29,11,5,10,23,,31,89,.348,11,41,.268,17,26,.654,22,52,15,7,2,20,14
64,64,2022-03-06,@,DEN,L,130,138,48,101,.475,14,33,.424,20,29,.690,14,49,30,9,4,14,30,,47,87,.540,10,33,.303,34,43,.791,10,47,32,7,8,15,26
65,65,2022-03-08,@,MEM,L,111,132,41,88,.466,11,34,.324,18,27,.667,12,45,24,9,3,14,18,,48,101,.475,16,44,.364,20,24,.833,15,52,30,8,6,11,20
66,66,2022-03-09,,ORL,L,102,108,41,93,.441,7,31,.226,13,18,.722,10,41,23,11,2,11,22,,36,76,.474,14,37,.378,22,26,.846,7,45,25,4,1,18,20
67,67,2022-03-11,,CHO,L,120,142,43,86,.500,15,39,.385,19,25,.760,13,40,31,9,2,17,21,,52,87,.598,22,47,.468,16,20,.800,6,38,41,11,1,14,23
68,68,2022-03-13,,HOU,W,130,105,48,93,.516,10,32,.313,24,34,.706,14,45,30,17,3,10,20,,39,77,.506,12,31,.387,15,25,.600,9,39,24,3,4,24,26
69,69,2022-03-15,,PHO,L,115,131,43,86,.500,12,34,.353,17,24,.708,13,45,29,7,4,17,19,,49,90,.544,18,34,.529,15,15,1.000,6,34,35,9,2,8,22
70,70,2022-03-18,@,SAS,W,124,91,48,96,.500,14,34,.412,14,18,.778,13,58,24,13,4,9,21,,32,89,.360,11,44,.250,16,20,.800,8,40,22,5,4,16,12
71,71,2022-03-20,@,ATL,W,117,112,43,96,.448,7,21,.333,24,27,.889,18,54,22,12,1,15,23,,41,87,.471,10,32,.313,20,23,.870,7,40,22,7,4,16,22
72,72,2022-03-21,@,CHO,L,103,106,40,90,.444,9,24,.375,14,16,.875,15,47,23,9,4,15,16,,40,79,.506,13,37,.351,13,15,.867,5,35,34,5,10,17,19
73,73,2022-03-24,,CHI,W,126,109,41,83,.494,12,29,.414,32,34,.941,10,43,23,10,2,10,17,,40,78,.513,14,34,.412,15,19,.789,4,33,25,5,4,15,24
74,74,2022-03-26,,SAS,L,103,107,40,90,.444,10,32,.313,13,19,.684,12,42,23,4,11,8,19,,39,92,.424,7,26,.269,22,25,.880,16,49,22,4,6,10,17
75,75,2022-03-27,,LAL,W,116,108,44,91,.484,9,27,.333,19,24,.792,12,41,25,10,1,7,13,,42,80,.525,14,35,.400,10,16,.625,7,39,26,5,2,15,20
76,76,2022-03-30,@,POR,W,117,107,40,78,.513,6,24,.250,31,39,.795,12,40,26,16,6,14,16,,39,85,.459,14,42,.333,15,18,.833,13,41,30,7,4,20,27
77,77,2022-04-01,@,LAL,W,114,111,41,79,.519,7,26,.269,25,29,.862,4,37,23,8,4,13,21,,39,82,.476,11,27,.407,22,31,.710,7,40,24,10,1,15,24
78,78,2022-04-03,@,LAC,L,100,119,35,87,.402,9,24,.375,21,27,.778,19,54,22,4,5,15,13,,45,95,.474,21,44,.477,8,10,.800,12,41,33,10,5,10,21
79,79,2022-04-05,@,SAC,W,123,109,45,88,.511,12,25,.480,21,26,.808,14,44,26,13,2,13,20,,39,76,.513,11,30,.367,20,22,.909,3,34,28,4,3,15,20
80,80,2022-04-07,,POR,W,127,94,44,93,.473,13,37,.351,26,31,.839,23,49,31,15,1,11,14,,36,69,.522,11,31,.355,11,13,.846,3,27,28,10,4,22,27
81,81,2022-04-09,@,MEM,L,114,141,41,91,.451,6,30,.200,26,35,.743,9,29,23,10,3,16,22,,53,90,.589,18,35,.514,17,23,.739,13,48,41,6,9,18,24
82,82,2022-04-10,,GSW,L,107,128,42,99,.424,14,40,.350,9,12,.750,18,42,24,10,0,11,17,,49,81,.605,19,33,.576,11,13,.846,7,41,33,5,2,17,15
